# tri-to-quad-uv-map v1 profile=mouth uv_layer=UVMap uv_precision=4 joins=848 source=Mouth result=Mouth.Quad
u1,v1,u2,v2
0.7329,0.4125,0.7409,0.4275
0.7652,0.4275,0.7837,0.3797
0.7152,0.3797,0.7273,0.4115
0.7383,0.4115,0.7481,0.3797
0.8201,0.3797,0.868,0.3311
0.868,0.3311,0.9158,0.2847
0.7837,0.3797,0.8201,0.3311
0.7837,0.3311,0.8201,0.2847
0.7329,0.2847,0.7403,0.2107
0.0139,0.3797,0.0493,0.4115
0.9507,0.3797,0.9861,0.3311
0.7403,0.2107,0.7481,0.2847
0.7837,0.1389,0.8201,0.2107
0.7837,0.0744,0.8201,0.1389
0.7481,0.2107,0.7837,0.2847
0.8201,0.1389,0.8681,0.2107
0.7403,0.0124,0.7481,0.0744
0.8201,0.0744,0.8681,0.1389
0.7481,0.0124,0.7837,0.0744
0.7481,0.2847,0.7837,0.3311
0.8681,0.1389,0.9158,0.2107
0.7837,0.2847,0.8201,0.2107
0.7837,0.0124,0.8201,0.0744
0.8681,0.0744,0.9158,0.1389
0.8201,0.0124,0.8681,0.0744
0.9158,0.0744,0.9507,0.1389
0.8681,0.0124,0.9158,0.0744
0.9158,0.0124,0.9507,0.0744
0.7152,0.1389,0.7246,0.2107
0.9507,0.0744,0.9861,0.1389
0.9507,0.2847,0.9861,0.2107
0.9158,0.1389,0.9507,0.2107
0.9507,0.1389,0.9861,0.2107
0.8201,0.2847,0.8681,0.2107
0.8681,0.2107,0.9158,0.2847
0.9158,0.2847,0.9507,0.2107
0.7329,0.3311,0.7403,0.2847
0.9507,0.3311,0.9861,0.2847
0.9158,0.3797,0.9507,0.3311
0.7403,0.2847,0.7481,0.3311
0.8201,0.3311,0.8681,0.2847
0.7152,0.3311,0.7246,0.3797
0.9507,0.4115,0.9511,0.4754
0.5116,0.6045,0.5423,0.5724
0.9507,0.4115,0.9861,0.3797
0.7481,0.3797,0.7837,0.3311
0.7837,0.4115,0.8201,0.3797
0.7403,0.3797,0.7481,0.3311
0.7329,0.3797,0.7403,0.3311
0.7652,0.4275,0.8009,0.4275
0.8451,0.4275,0.8681,0.3797
0.8681,0.4115,0.9158,0.3797
0.8681,0.4115,0.8705,0.4754
0.9333,0.4275,0.9507,0.3797
0.3613,0.4275,0.3832,0.3797
0.2972,0.4275,0.3237,0.4275
0.3111,0.4115,0.3377,0.3797
0.3111,0.1389,0.3377,0.2107
0.2848,0.1389,0.3111,0.2107
0.3377,0.1389,0.3832,0.2107
0.3832,0.4115,0.428,0.3797
0.4599,0.4754,0.4634,0.4115
0.3832,0.4115,0.3848,0.4754
0.3832,0.1389,0.428,0.2107
0.3377,0.2107,0.3832,0.2847
0.3111,0.2107,0.3377,0.2847
0.3832,0.2107,0.428,0.2847
0.428,0.1389,0.4634,0.2107
0.428,0.2107,0.4634,0.2847
0.4634,0.4115,0.4999,0.3797
0.444,0.4275,0.4634,0.3797
0.4999,0.3797,0.5366,0.4115
0.4999,0.2847,0.5366,0.3311
0.4634,0.2107,0.4999,0.2847
0.428,0.3797,0.4634,0.3311
0.3832,0.3797,0.4281,0.3311
0.5366,0.2847,0.5719,0.3311
0.5366,0.4115,0.5401,0.4754
0.5366,0.3797,0.556,0.4275
0.572,0.3797,0.6168,0.4115
0.3377,0.3797,0.3833,0.3311
0.3377,0.0744,0.3832,0.1389
0.3111,0.0124,0.3377,0.0744
0.3111,0.0744,0.3377,0.1389
0.2848,0.0124,0.3111,0.0744
0.3111,0.3797,0.3379,0.3311
0.2848,0.0744,0.3111,0.1389
0.2754,0.3797,0.2848,0.3311
0.2848,0.3797,0.3112,0.3311
0.2848,0.2107,0.3111,0.2847
0.2754,0.2847,0.2848,0.3311
0.2671,0.1389,0.2754,0.0744
0.2754,0.2107,0.2848,0.1389
0.2671,0.3797,0.2754,0.3311
0.2754,0.1389,0.2848,0.0744
0.2597,0.1389,0.2671,0.2107
0.2519,0.3797,0.2617,0.4115
0.2671,0.0124,0.2754,0.0744
0.2591,0.4275,0.2671,0.4125
0.2597,0.0124,0.2671,0.0744
0.2727,0.4115,0.2848,0.3797
0.2671,0.4125,0.2756,0.4275
0.2519,0.0744,0.2597,0.0124
0.2671,0.3797,0.2727,0.4115
0.2972,0.4275,0.3111,0.3797
0.5414,0.6066,0.5729,0.5756
0.5723,0.6589,0.6036,0.6814
0.5116,0.6589,0.5414,0.6343
0.5723,0.6589,0.6036,0.6363
0.5439,0.5241,0.5759,0.5179
0.5116,0.6333,0.5414,0.6066
0.6379,0.6589,0.6714,0.6382
0.5754,0.7891,0.6057,0.7947
0.5414,0.6343,0.5717,0.6086
0.5116,0.5692,0.5433,0.5416
0.6732,0.6589,0.7049,0.639
0.6053,0.5337,0.6343,0.5288
0.5116,0.5375,0.5439,0.5241
0.5745,0.772,0.6053,0.7841
0.5423,0.5724,0.5745,0.5458
0.6881,0.7742,0.7082,0.7571
0.5116,0.5197,0.5442,0.5132
0.6339,0.5393,0.6621,0.5356
0.6047,0.5503,0.6339,0.5393
0.5416,0.6589,0.5718,0.6353
0.5729,0.7422,0.6047,0.7675
0.6616,0.772,0.6881,0.7742
0.6338,0.5554,0.6616,0.5458
0.6036,0.579,0.6338,0.5554
0.5717,0.7091,0.6036,0.7387
0.6881,0.5436,0.7082,0.5607
0.6877,0.5671,0.7082,0.5607
0.6621,0.5611,0.6869,0.553
0.6341,0.5827,0.6621,0.5611
0.7336,0.7499,0.7474,0.7237
0.9616,0.7532,0.9902,0.7863
0.6993,0.7007,0.7166,0.7236
0.7566,0.727,0.7644,0.6997
0.7087,0.7449,0.7277,0.7447
0.7238,0.738,0.7474,0.7237
0.6645,0.5868,0.6877,0.5671
0.6029,0.6107,0.6341,0.5827
0.7756,0.6786,0.7762,0.7016
0.6927,0.5908,0.7087,0.5728
0.6351,0.6129,0.6645,0.5868
0.7269,0.6992,0.7351,0.722
0.7087,0.5728,0.7277,0.5731
0.7797,0.6589,0.7883,0.6794
0.6679,0.6151,0.6927,0.5908
0.7348,0.6782,0.7491,0.6987
0.6927,0.727,0.7087,0.7449
0.7474,0.7237,0.7491,0.6987
0.7797,0.6589,0.7883,0.6384
0.7114,0.5532,0.7277,0.5731
0.7381,0.6589,0.759,0.6781
0.7381,0.6589,0.759,0.6397
0.7629,0.6589,0.7756,0.6786
0.7629,0.6589,0.7756,0.6392
0.6877,0.7507,0.7082,0.7571
0.759,0.6397,0.7644,0.618
0.7348,0.6396,0.7491,0.6191
0.7756,0.6392,0.7762,0.6162
0.7075,0.6589,0.7348,0.6782
0.6714,0.6382,0.6993,0.617
0.7474,0.5941,0.7491,0.6191
0.7269,0.6186,0.7351,0.5958
0.7566,0.5908,0.7644,0.618
0.6732,0.6589,0.7049,0.6787
0.6368,0.6373,0.6679,0.6151
0.7049,0.6787,0.7269,0.6992
0.6379,0.6589,0.6714,0.6795
0.6036,0.6363,0.6351,0.6129
0.759,0.6781,0.7644,0.6997
0.7336,0.5679,0.7474,0.5941
0.6714,0.6795,0.6993,0.7007
